ID,Municipio,Analfabetismo,,,Bajo logro educativo,,,Barreras a servicios para cuidado de la primera infancia,,,Barreras de acceso a servicios de salud,,,Tasa de dependencia,,,Hacinamiento crítico,,,Inadecuada eliminación de excretas,,,Inasistencia escolar,,,Material inadecuado de paredes exteriores,,,Material inadecuado de pisos,,,Rezago escolar,,,Sin acceso a fuente de agua mejorada,,,Sin aseguramiento en salud,,,Trabajo infantil,,,Trabajo informal,,
,,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso
25754,SOACHA,3.8,3.8,9.3,35.2,35.0,63.3,2.9,2.9,3.0,4.1,4.0,15.0,22.3,22.2,33.6,6.4,6.4,5.1,7.6,7.6,10.2,3.2,3.2,3.3,1.1,1.1,2.9,1.0,1.0,6.9,14.0,13.9,15.7,6.5,6.4,22.8,20.7,20.7,19.5,0.8,0.8,1.0,73.8,73.7,78.8
25758,SOPÓ,3.5,3.5,3.4,30.2,27.2,37.4,1.5,1.5,1.6,7.0,8.7,3.0,15.7,16.2,14.7,4.6,5.4,2.9,1.4,1.5,1.0,1.9,1.7,2.1,0.2,0.2,0.3,0.1,0.1,0.3,15.4,14.0,18.7,1.7,0.3,5.0,16.1,17.2,13.7,0.6,0.5,0.7,67.9,68.8,65.7
25769,SUBACHOQUE,6.1,4.8,7.3,55.0,45.9,63.8,1.3,1.3,1.3,4.8,2.7,6.8,18.7,16.9,20.4,3.3,4.4,2.2,1.0,1.2,0.8,2.0,1.9,2.2,0.5,0.2,0.8,0.3,0.1,0.5,11.3,9.1,13.5,4.6,0.0,8.9,14.7,14.0,15.4,1.5,1.4,1.5,76.7,77.3,76.2
25772,SUESCA,6.2,4.6,7.5,56.5,47.6,63.7,2.7,2.6,2.7,3.8,4.9,2.9,20.9,16.9,24.2,6.1,11.0,2.1,1.6,0.7,2.3,2.5,2.3,2.7,0.3,0.4,0.3,1.2,0.2,2.1,13.9,16.1,12.1,1.4,0.0,2.5,14.7,16.2,13.5,0.9,0.6,1.0,66.6,64.0,68.8
25777,SUPATÁ,12.2,6.0,15.4,71.0,53.3,79.9,1.3,2.0,1.0,9.1,12.9,7.2,25.3,26.5,24.6,4.3,6.7,3.0,6.2,2.8,7.9,2.9,2.0,3.4,2.7,1.8,3.1,7.8,1.6,10.9,14.4,14.3,14.4,25.4,0.8,37.8,12.2,15.5,10.6,2.1,1.8,2.2,87.9,87.0,88.4
25779,SUSA,7.7,7.2,7.9,68.9,47.2,80.6,1.6,1.6,1.6,1.8,4.4,0.4,37.9,33.8,40.1,5.8,7.7,4.7,5.9,6.3,5.7,3.6,1.2,4.9,0.5,1.0,0.2,7.5,1.2,10.9,13.1,13.0,13.1,15.8,0.6,23.9,13.6,16.5,12.1,2.1,1.5,2.5,87.4,83.3,89.6
25781,SUTATAUSA,12.0,8.2,14.0,67.3,57.2,72.9,1.4,1.2,1.5,5.1,0.9,7.4,30.2,29.8,30.3,5.5,8.2,4.0,2.7,1.2,3.6,2.4,2.2,2.5,0.5,0.2,0.7,2.0,0.0,3.1,18.9,16.0,20.5,6.0,0.5,9.0,12.1,13.1,11.5,1.0,0.3,1.3,68.3,71.0,66.7
25785,TABIO,4.3,3.3,4.8,38.4,26.8,43.8,2.5,1.6,2.9,3.0,5.5,1.9,19.1,17.5,19.8,2.7,4.2,2.0,0.9,1.7,0.6,2.7,1.1,3.4,0.2,0.3,0.2,0.4,0.0,0.5,12.6,12.5,12.7,3.0,0.2,4.3,16.5,18.0,15.9,1.1,0.6,1.3,72.3,71.3,72.7
25793,TAUSA,10.7,6.5,11.6,76.7,59.7,80.4,2.0,1.6,2.1,0.5,1.9,0.2,37.3,33.8,38.0,4.8,12.8,3.1,1.0,2.2,0.7,4.5,3.3,4.7,0.2,0.5,0.1,0.7,0.3,0.8,15.8,15.0,16.0,20.0,0.5,24.2,10.4,9.0,10.7,1.4,0.3,1.6,72.8,68.9,73.6
25797,TENA,10.3,6.6,10.6,66.2,50.4,67.4,1.6,0.9,1.6,5.3,1.8,5.5,23.1,25.2,23.0,3.2,8.4,2.8,2.1,2.2,2.1,1.8,1.8,1.8,2.5,2.7,2.5,3.1,2.2,3.2,10.9,13.3,10.7,7.2,0.4,7.8,13.3,12.4,13.4,0.9,0.4,1.0,82.5,83.2,82.4
25799,TENJO,4.2,3.0,4.9,41.8,31.8,48.3,1.5,1.6,1.4,6.8,5.4,7.7,17.8,15.6,19.2,4.5,6.9,2.9,1.1,1.5,0.8,2.7,2.6,2.8,0.4,0.7,0.2,0.8,1.1,0.6,14.4,13.0,15.3,0.7,0.4,0.9,14.8,17.1,13.3,1.2,1.3,1.1,68.4,69.4,67.7
25805,TIBACUY,14.0,8.3,14.7,67.7,43.6,70.9,0.9,1.0,0.9,5.4,5.9,5.4,32.0,29.9,32.3,3.5,8.3,2.8,5.8,11.8,5.0,1.5,1.0,1.5,3.2,5.4,3.0,10.1,1.0,11.3,14.2,8.3,15.0,32.2,2.5,36.1,11.9,16.7,11.3,0.9,0.5,0.9,88.3,81.4,89.2
25807,TIBIRITA,12.8,10.1,13.5,76.5,49.5,83.5,0.6,0.5,0.6,1.0,2.9,0.5,66.6,51.4,70.6,3.8,5.8,3.3,19.7,4.3,23.7,1.5,0.0,1.9,0.4,0.0,0.5,24.3,1.9,30.2,12.5,7.7,13.8,46.3,1.9,57.8,10.5,9.6,10.8,0.3,0.5,0.3,90.5,83.7,92.2
25815,TOCAIMA,12.8,10.7,15.9,63.1,55.9,73.4,1.2,1.3,1.1,4.2,3.0,6.0,34.3,31.0,38.9,8.8,11.7,4.8,6.3,2.7,11.6,2.4,2.5,2.3,2.7,2.1,3.7,6.9,2.0,13.8,9.8,10.0,9.4,13.4,1.1,31.1,10.7,12.2,8.6,0.9,1.1,0.7,82.1,80.9,83.8
25817,TOCANCIPÁ,3.7,3.2,4.1,33.6,29.9,36.0,2.9,2.3,3.3,4.7,5.5,4.2,17.6,17.2,17.8,5.7,10.7,2.3,0.6,0.4,0.7,2.3,1.6,2.8,0.1,0.2,0.1,0.2,0.2,0.2,17.1,17.0,17.1,0.4,0.1,0.6,14.8,15.5,14.4,0.7,0.7,0.7,63.8,63.4,64.1
25823,TOPAIPÍ,23.0,11.8,25.3,82.1,54.5,87.7,0.7,0.8,0.7,5.5,4.5,5.7,28.1,30.9,27.6,2.4,9.8,0.9,22.6,14.2,24.3,1.4,0.0,1.6,16.9,13.8,17.5,26.5,8.9,30.0,16.0,14.2,16.4,63.7,12.6,74.0,11.1,11.8,10.9,1.2,1.2,1.2,91.9,84.6,93.4
25839,UBALÁ,16.4,3.9,18.6,74.8,43.3,80.2,1.6,1.1,1.7,3.4,2.0,3.7,37.8,19.3,40.9,5.7,9.2,5.0,28.8,24.3,29.6,4.6,2.5,4.9,1.3,1.4,1.3,13.5,3.9,15.2,15.3,9.5,16.3,69.0,29.1,75.8,11.7,19.3,10.4,2.0,2.5,1.9,88.9,81.6,90.2
25841,UBAQUE,12.9,5.3,14.5,77.2,45.5,83.5,1.2,0.8,1.3,2.8,4.5,2.5,34.1,24.7,36.0,5.3,6.1,5.2,8.2,0.8,9.6,4.4,1.3,5.0,4.2,0.5,5.0,13.4,0.0,16.0,10.2,7.6,10.7,37.6,0.3,45.0,10.5,12.1,10.2,2.4,1.3,2.7,89.8,81.1,91.5
25843,VILLA DE SAN DIEGO DE UBATÉ,5.9,4.6,10.3,50.4,43.9,71.5,1.9,1.8,2.2,2.2,2.7,0.5,24.3,22.9,28.6,6.3,6.9,4.5,2.1,1.6,3.8,3.0,2.5,4.6,0.7,0.8,0.3,0.8,0.7,1.2,16.5,16.5,16.5,2.0,0.4,7.1,13.8,14.2,12.7,1.2,1.0,1.6,75.8,73.5,83.2
25845,UNE,9.4,7.9,11.2,72.4,63.4,82.6,1.2,1.6,0.8,10.4,9.8,11.1,32.7,34.5,30.6,12.0,17.5,5.7,4.1,1.6,6.9,2.2,1.1,3.3,0.6,0.8,0.3,1.7,1.0,2.6,16.1,14.2,18.4,18.9,0.5,39.7,7.8,9.7,5.7,2.0,1.1,3.0,92.1,90.2,94.1
25851,ÚTICA,20.6,14.6,28.9,71.7,61.6,85.5,1.1,0.9,1.3,2.2,0.9,4.0,31.4,32.7,29.7,6.9,9.6,3.3,18.4,15.4,22.6,1.0,0.5,1.6,7.6,8.4,6.5,12.1,6.3,20.0,11.4,10.3,12.9,34.8,1.1,81.0,9.6,10.5,8.3,0.5,0.4,0.7,88.2,84.2,93.7
25862,VERGARA,21.6,10.2,24.2,82.4,51.3,89.7,1.0,0.7,1.0,0.2,0.2,0.2,44.4,42.2,44.9,3.5,9.7,2.0,17.0,11.1,18.3,3.1,1.4,3.5,12.7,3.9,14.7,32.5,5.6,38.7,8.8,6.0,9.5,60.0,1.9,73.5,9.0,9.0,8.9,0.7,0.0,0.9,92.7,83.8,94.8
25867,VIANÍ,13.2,7.9,16.4,73.5,53.7,85.3,1.8,2.0,1.6,3.3,2.0,4.0,30.3,30.4,30.3,4.5,7.1,3.0,8.7,2.2,12.6,2.0,0.7,2.7,4.0,0.2,6.3,7.9,1.3,11.8,14.6,12.8,15.6,35.9,0.4,57.1,12.1,13.9,10.9,1.5,1.3,1.6,89.7,83.9,93.2
25871,VILLAGÓMEZ,15.8,9.3,19.4,70.4,43.6,85.4,0.6,0.0,1.0,10.2,0.0,15.9,28.2,29.3,27.5,4.3,8.0,2.2,6.4,6.2,6.5,1.9,2.7,1.5,5.1,4.9,5.2,4.5,1.3,6.2,18.0,14.7,19.9,49.4,4.0,74.7,13.5,12.9,13.9,1.3,1.3,1.2,88.2,84.0,90.6
25873,VILLAPINZÓN,7.5,3.8,10.4,67.6,43.2,86.1,1.2,1.6,0.9,6.7,5.7,7.4,39.0,29.1,46.5,8.9,12.2,6.3,13.4,9.6,16.3,3.0,1.5,4.1,0.3,0.4,0.2,1.9,0.8,2.8,22.9,19.3,25.7,10.9,1.2,18.2,11.8,16.1,8.6,2.6,1.1,3.7,88.0,84.5,90.6
25875,VILLETA,9.6,5.6,17.8,54.1,42.8,77.7,1.4,1.3,1.5,2.6,3.7,0.5,24.4,24.5,24.3,6.9,8.6,3.3,3.9,3.3,5.0,2.7,2.4,3.4,3.4,2.5,5.4,3.9,0.8,10.4,13.1,11.9,15.6,10.9,0.5,32.4,14.2,15.0,12.3,0.8,0.6,1.1,79.9,77.5,84.8
25878,VIOTÁ,16.6,12.2,18.6,74.3,58.8,81.8,1.4,1.2,1.5,11.3,6.9,13.4,30.4,28.2,31.4,6.4,12.7,3.4,10.2,10.3,10.2,1.8,1.6,1.9,6.2,6.7,5.9,8.7,2.8,11.6,16.1,16.0,16.1,23.5,1.0,34.3,13.7,16.3,12.5,1.7,1.3,1.9,89.4,85.3,91.3
25885,YACOPÍ,33.2,21.0,37.2,82.3,58.2,90.3,1.9,1.3,2.1,2.2,1.8,2.3,39.3,36.0,40.4,3.4,5.5,2.7,30.0,8.6,37.0,3.9,3.0,4.2,5.4,7.3,4.8,35.6,7.2,44.9,16.3,13.4,17.2,52.6,5.1,68.2,12.9,14.6,12.3,1.5,1.1,1.6,93.7,88.4,95.5
25898,ZIPACÓN,10.9,9.2,11.5,61.0,47.3,65.9,1.9,1.2,2.1,0.4,1.2,0.2,24.1,20.4,25.4,5.1,10.2,3.2,2.2,0.7,2.8,2.2,0.5,2.9,2.0,1.7,2.1,2.1,1.0,2.5,16.9,15.5,17.3,12.8,0.2,17.3,12.4,12.1,12.5,1.0,0.2,1.3,81.7,83.5,81.0
25899,ZIPAQUIRÁ,4.1,3.4,7.5,34.0,29.3,56.5,2.0,1.9,2.5,6.7,5.1,14.5,19.8,19.1,23.2,4.8,5.2,3.2,0.7,0.4,2.5,2.2,2.0,2.9,0.1,0.1,0.2,0.2,0.1,0.5,14.3,12.8,21.5,1.3,0.3,6.2,15.2,15.2,15.1,0.8,0.7,1.3,69.7,69.4,71.1
27001,QUIBDÓ,14.9,12.3,39.3,39.8,35.1,83.4,4.0,3.4,9.7,5.1,5.0,5.7,45.4,44.3,55.6,8.5,7.5,17.6,80.6,81.1,76.8,5.7,5.0,12.5,18.6,20.1,3.9,1.6,1.2,5.9,18.6,16.9,34.4,74.7,73.1,89.5,19.8,19.8,19.4,1.8,1.5,4.0,88.6,87.9,94.8
27006,ACANDÍ,15.1,15.3,14.9,66.1,60.9,71.8,3.9,3.9,3.8,3.6,3.5,3.7,46.1,46.3,45.9,10.8,12.9,8.4,37.6,42.8,31.9,6.8,6.2,7.5,14.6,26.0,2.0,19.4,8.0,32.0,25.3,24.1,26.5,37.4,33.9,41.3,14.5,14.0,15.1,2.1,1.7,2.6,92.2,91.6,92.9
27025,ALTO BAUDÓ,47.0,29.0,50.3,84.0,64.1,87.6,16.1,5.7,18.0,1.0,1.0,1.0,83.8,69.8,86.3,40.2,14.8,44.8,83.3,39.6,91.1,14.1,7.8,15.2,47.2,89.9,39.6,3.7,2.7,3.9,48.5,32.1,51.5,73.3,30.2,81.0,40.5,37.7,41.1,1.2,1.4,1.2,97.9,94.0,98.5
27050,ATRATO,28.2,19.6,35.6,67.2,50.6,81.6,2.6,1.7,3.4,8.5,13.8,3.8,49.7,56.4,43.9,5.1,5.5,4.7,73.5,92.2,57.4,3.9,3.7,4.2,7.1,15.2,0.2,2.9,2.8,2.9,22.0,17.6,25.7,55.6,20.6,85.9,16.4,16.4,16.4,1.6,1.2,1.9,92.6,90.0,94.9
27073,BAGADÓ,39.3,17.3,47.9,77.2,43.6,90.3,20.3,2.5,27.2,14.0,17.9,12.4,69.1,51.0,76.2,23.6,8.7,29.4,74.8,31.5,91.8,9.3,3.0,11.7,9.8,21.9,5.0,2.8,1.5,3.3,36.5,21.8,42.3,66.3,45.6,74.5,37.4,18.5,44.8,1.7,1.0,2.0,93.0,86.4,95.5
27075,BAHÍA SOLANO,16.8,14.8,20.6,57.9,55.0,63.1,5.5,4.6,7.2,3.7,4.2,2.9,40.0,37.6,44.4,13.6,14.7,11.7,30.5,25.6,39.8,5.3,5.3,5.4,32.7,50.1,0.3,0.5,0.6,0.4,24.2,23.0,26.5,11.4,8.4,17.0,18.4,18.4,18.5,1.7,1.6,1.9,90.5,89.4,92.4
27077,BAJO BAUDÓ,43.5,22.8,50.2,77.6,51.7,86.0,13.5,4.2,16.5,5.7,7.8,5.0,68.0,53.9,72.6,27.5,8.1,33.8,81.7,67.8,86.2,10.9,3.1,13.4,28.2,49.0,21.4,2.0,1.1,2.2,43.1,25.9,48.7,59.7,26.7,70.5,28.3,19.7,31.0,1.6,0.9,1.9,94.5,89.8,96.1
27099,BOJAYÁ,30.3,15.1,32.2,75.3,47.4,79.0,14.4,2.0,16.1,3.7,2.6,3.8,68.6,59.7,69.7,24.9,10.6,26.7,75.3,71.4,75.8,8.4,4.6,8.9,7.0,23.7,4.8,2.8,0.6,3.1,42.0,24.3,44.3,78.3,25.7,85.2,24.3,13.7,25.7,2.0,0.9,2.2,95.9,90.6,96.6
27135,EL CANTÓN DEL SAN PABLO,26.6,22.9,29.5,68.4,61.7,73.8,7.3,7.9,6.9,5.7,9.3,2.9,54.4,49.1,58.6,5.6,7.8,3.9,44.2,40.2,47.4,6.6,6.2,6.9,14.9,27.2,5.2,6.3,4.2,8.0,23.6,25.7,21.9,66.0,46.6,81.4,18.6,17.4,19.5,1.9,1.1,2.4,95.8,93.3,97.9
27150,CARMEN DEL DARIÉN,25.9,11.7,28.2,79.3,55.6,83.3,11.3,5.8,12.2,2.8,1.8,2.9,59.8,52.0,61.1,16.5,13.2,17.1,81.9,94.6,79.8,12.3,8.1,13.0,16.6,94.6,3.4,22.5,13.7,23.9,37.3,29.1,38.7,80.3,60.6,83.6,23.1,15.5,24.4,3.6,3.1,3.7,95.3,88.6,96.5
27160,CÉRTEGUI,28.3,20.0,38.2,66.5,52.5,83.2,4.9,4.7,5.2,1.0,1.0,0.9,50.1,56.8,42.2,3.2,1.9,4.7,60.3,36.8,88.3,6.9,4.4,9.8,8.5,10.6,6.0,3.3,0.4,6.6,23.5,25.6,20.9,59.8,35.2,89.0,24.8,19.2,31.4,2.8,1.1,4.8,94.8,92.5,97.5
27205,CONDOTO,19.3,15.9,30.3,53.8,47.3,74.3,3.0,2.5,4.5,7.0,7.1,6.6,58.7,60.9,51.8,6.0,6.3,5.3,47.1,38.4,74.6,3.6,3.0,5.6,8.6,10.4,2.9,3.2,2.9,4.2,18.5,17.0,23.1,67.9,68.7,65.4,18.7,19.9,15.0,1.1,0.7,2.6,92.5,91.3,96.3
27245,EL CARMEN DE ATRATO,23.8,9.7,32.4,72.5,50.6,86.0,6.3,2.4,8.7,2.9,3.6,2.5,40.9,22.5,52.3,8.6,5.7,10.4,49.4,3.9,77.5,7.6,2.5,10.7,1.8,2.9,1.1,2.5,0.1,4.0,26.0,13.1,33.9,38.4,2.3,60.7,21.1,13.6,25.7,1.8,1.1,2.3,81.6,71.5,87.9
27250,EL LITORAL DEL SAN JUAN,33.6,16.0,36.4,76.4,66.3,78.0,21.8,7.0,24.2,9.1,3.7,10.0,71.3,52.1,74.4,23.8,11.7,25.8,81.0,84.0,80.5,9.0,7.2,9.3,10.9,73.3,0.8,5.1,4.7,5.1,42.3,32.7,43.9,74.3,52.9,77.7,36.7,26.7,38.3,1.5,1.2,1.6,95.4,91.3,96.1
27361,ISTMINA,19.6,14.8,35.1,53.5,44.0,83.7,5.4,4.1,9.3,3.9,3.1,6.2,45.0,40.6,58.9,8.3,8.0,9.4,86.7,90.5,74.7,4.8,4.1,7.1,17.3,22.7,0.3,1.2,0.5,3.5,23.0,20.7,30.3,96.3,99.1,87.4,23.2,23.1,23.8,1.1,0.9,1.8,90.5,88.5,96.8
27372,JURADÓ,23.2,17.6,28.4,68.8,58.5,78.4,8.3,6.4,10.0,8.9,5.2,12.3,72.2,59.3,84.2,22.7,16.8,28.3,54.5,35.5,72.1,9.4,8.6,10.2,31.4,61.7,3.2,1.4,0.4,2.4,36.7,28.3,44.4,29.5,8.4,49.3,25.1,26.5,23.8,1.3,1.8,0.9,96.3,95.0,97.6
27413,LLORÓ,38.6,24.0,48.4,76.4,61.9,86.0,6.9,4.4,8.6,2.9,2.8,2.9,62.6,56.9,66.4,24.1,11.3,32.7,73.1,50.6,88.1,9.2,6.9,10.8,13.6,31.1,1.9,2.0,0.2,3.1,25.2,22.7,26.9,79.5,66.1,88.4,19.6,20.3,19.1,4.0,1.4,5.7,95.7,94.0,96.9
27425,MEDIO ATRATO,35.3,18.1,37.3,83.2,53.6,86.7,7.2,4.7,7.5,2.9,3.7,2.8,46.4,53.0,45.6,8.2,5.0,8.6,57.7,93.1,53.4,15.5,5.3,16.7,11.7,58.6,6.1,3.0,4.0,2.9,35.5,26.8,36.5,84.0,92.2,83.0,23.6,16.5,24.5,5.5,1.2,6.0,94.7,82.6,96.2
27430,MEDIO BAUDÓ,42.6,20.3,46.0,80.6,61.1,83.6,12.2,5.7,13.2,2.2,5.9,1.6,61.6,87.3,57.8,15.4,10.5,16.1,80.7,97.3,78.2,12.0,4.9,13.1,19.1,92.8,8.0,2.1,0.8,2.3,39.0,37.3,39.2,77.9,97.1,75.0,25.8,17.2,27.1,2.1,1.4,2.2,97.1,98.4,96.9
27450,MEDIO SAN JUAN,32.4,20.0,37.9,72.7,44.1,85.3,9.2,3.4,11.8,6.0,3.1,7.2,54.0,38.2,60.9,9.4,5.5,11.1,68.6,86.3,60.9,4.6,1.2,6.1,10.6,33.3,0.7,2.3,0.8,2.9,26.3,14.9,31.2,86.7,83.8,88.0,21.5,18.5,22.8,0.7,0.6,0.8,92.1,82.8,96.2
27491,NÓVITA,29.2,20.8,35.0,72.6,52.7,86.3,7.4,3.6,9.9,6.2,3.4,8.2,36.1,39.7,33.6,5.3,7.1,4.1,64.5,51.3,73.7,7.5,3.4,10.2,7.9,16.8,1.8,2.3,0.8,3.4,23.5,21.9,24.5,59.3,52.9,63.7,18.9,16.8,20.3,3.2,1.1,4.7,95.2,91.9,97.4
27495,NUQUÍ,31.0,21.4,36.1,72.6,60.2,79.1,10.0,4.7,12.7,4.2,3.0,4.8,63.5,51.5,69.9,26.0,12.0,33.5,69.2,83.3,61.8,8.4,4.7,10.4,21.9,41.5,11.5,2.1,3.3,1.4,41.7,33.4,46.0,37.7,10.7,52.0,28.5,21.7,32.0,2.2,2.0,2.3,94.7,92.6,95.8
27580,RÍO IRÓ,43.0,43.3,42.9,77.4,73.7,79.3,7.0,3.6,8.8,9.0,2.1,12.5,71.0,70.4,71.3,11.0,11.8,10.6,73.0,65.7,76.8,5.7,4.3,6.4,13.3,28.5,5.5,6.4,9.9,4.6,25.7,24.4,26.3,20.9,7.5,27.8,21.6,16.3,24.3,1.2,0.6,1.4,95.7,92.9,97.1
27600,RÍO QUITO,36.2,25.7,40.8,76.0,67.6,79.8,7.3,4.7,8.4,5.1,4.5,5.3,51.9,28.9,62.1,7.4,3.5,9.1,56.8,11.2,77.0,9.6,6.8,10.8,3.4,10.4,0.3,3.4,0.3,4.8,28.6,26.2,29.7,74.6,28.7,95.0,17.4,22.2,15.3,2.3,2.0,2.5,97.1,95.0,98.0
27615,RIOSUCIO,22.7,22.6,22.8,77.1,59.5,83.6,6.6,3.7,7.6,3.4,3.8,3.3,50.1,43.0,52.7,13.3,13.6,13.2,78.1,98.5,70.6,10.7,4.7,12.9,28.0,97.1,2.4,24.0,1.9,32.2,25.8,15.3,29.7,76.4,99.2,68.0,22.6,22.2,22.7,3.6,1.4,4.5,95.0,91.9,96.1
27660,SAN JOSÉ DEL PALMAR,28.0,18.4,31.8,80.8,61.8,88.3,3.6,1.6,4.5,4.4,4.4,4.4,34.9,31.5,36.2,9.8,12.0,8.9,49.9,1.8,68.8,12.2,8.5,13.6,11.5,20.5,7.9,5.5,1.1,7.3,25.7,18.9,28.3,41.0,1.1,56.7,14.7,14.3,14.9,8.2,6.2,9.0,93.1,84.4,96.5
27745,SIPÍ,28.9,17.3,32.8,70.8,51.4,77.2,6.5,4.7,7.1,12.5,0.5,16.5,46.6,47.7,46.3,6.5,5.1,6.9,44.8,44.4,44.9,6.8,2.8,8.2,16.1,50.9,4.6,1.7,0.0,2.3,31.1,24.3,33.4,86.9,56.5,96.9,19.7,22.9,18.6,2.0,0.9,2.3,91.9,87.4,93.4
27787,TADÓ,24.8,18.3,35.4,65.1,56.8,78.6,4.2,2.5,7.0,5.0,4.2,6.3,53.7,52.4,55.9,8.0,4.8,13.3,63.1,47.4,88.6,5.5,4.9,6.5,3.5,4.2,2.4,3.7,0.9,8.1,21.3,18.4,26.1,60.1,53.1,71.4,20.1,18.7,22.2,1.4,0.8,2.4,92.5,91.3,94.5
27800,UNGUÍA,19.3,16.3,20.9,70.2,57.7,76.9,6.6,3.8,8.1,8.2,7.6,8.6,50.9,48.9,52.0,14.7,16.1,13.9,51.3,45.1,54.6,8.3,5.1,10.0,13.7,31.0,4.4,32.2,14.2,41.9,35.3,30.9,37.7,40.2,18.0,52.1,18.7,16.0,20.2,3.2,2.6,3.6,94.2,91.3,95.7
27810,UNIÓN PANAMERICANA,19.8,19.5,20.0,57.6,51.3,62.5,3.3,2.7,3.8,18.5,16.1,20.3,44.2,47.0,42.1,6.6,9.5,4.4,58.4,55.1,61.0,3.6,4.0,3.3,14.6,32.5,0.7,3.5,3.5,3.5,22.6,24.1,21.4,82.4,87.9,78.1,17.6,19.9,15.9,1.4,1.3,1.5,92.6,89.8,94.7
41001,NEIVA,6.6,6.0,15.4,37.8,36.1,64.6,1.9,1.9,2.2,3.8,3.7,5.4,29.8,29.5,33.6,7.3,7.4,5.8,3.9,3.8,5.9,2.9,2.7,5.0,3.5,3.6,1.5,3.4,2.9,10.9,14.8,14.4,21.1,2.7,2.0,14.5,19.4,19.6,15.9,0.8,0.7,1.9,79.4,79.0,86.2
41006,ACEVEDO,11.1,10.2,11.4,77.2,60.0,81.6,3.4,2.4,3.7,4.4,3.3,4.7,39.8,39.5,39.9,8.1,14.8,6.4,33.3,9.3,39.4,10.8,5.4,12.2,5.7,2.3,6.6,19.8,4.4,23.7,21.1,14.8,22.8,39.5,2.5,48.9,14.3,15.7,14.0,6.9,2.9,7.9,95.6,90.5,96.8
41013,AGRADO,19.3,17.5,23.1,72.4,65.4,86.7,1.7,1.2,2.9,13.8,12.3,16.9,47.3,49.0,43.9,9.3,10.8,6.4,8.0,3.4,17.3,6.0,4.3,9.5,6.7,6.3,7.3,13.9,7.7,26.9,23.3,20.6,28.8,23.6,2.0,68.1,15.4,15.3,15.5,3.4,2.4,5.4,92.0,91.1,93.9
41016,AIPE,16.4,15.3,18.7,62.0,57.1,72.5,1.7,1.6,2.0,8.5,8.2,9.3,42.7,44.2,39.6,12.3,15.4,5.8,7.5,5.8,11.1,3.5,2.7,5.3,4.5,4.0,5.6,10.8,6.4,20.1,18.2,18.0,18.5,17.1,3.6,45.7,14.5,12.9,17.8,1.2,0.8,1.8,85.1,84.1,87.4
41020,ALGECIRAS,17.3,16.0,18.6,74.9,68.0,82.7,1.6,1.6,1.7,4.7,4.2,5.3,36.2,37.7,34.6,10.5,13.9,6.6,17.9,7.4,29.7,7.9,5.9,10.1,2.1,2.3,1.9,18.1,10.3,26.9,23.6,20.9,26.6,28.6,4.5,55.9,13.8,14.8,12.7,4.3,3.2,5.5,92.8,90.9,94.9
41026,ALTAMIRA,10.8,9.8,12.7,61.7,53.9,75.6,1.2,1.0,1.4,6.5,3.2,12.3,39.9,41.3,37.4,9.6,10.8,7.5,5.2,2.5,9.9,3.0,2.0,4.6,1.0,1.1,0.8,4.3,3.6,5.5,16.9,11.9,25.7,9.6,0.7,25.5,15.1,13.9,17.2,1.1,0.6,2.0,87.5,87.0,88.3
41078,BARAYA,20.5,19.1,22.3,75.8,65.8,88.2,1.4,1.1,1.8,0.4,0.4,0.5,58.9,57.7,60.4,9.4,11.7,6.4,17.4,2.1,36.5,5.4,3.1,8.4,1.7,1.9,1.5,18.1,6.2,33.1,17.9,14.5,22.2,28.1,0.4,62.7,12.2,14.2,9.8,1.3,0.6,2.3,91.8,88.4,96.0
41132,CAMPOALEGRE,14.7,14.7,14.6,65.0,61.1,78.9,1.6,1.3,2.7,8.3,8.8,6.7,33.8,33.8,33.7,13.3,15.0,7.2,7.8,6.6,11.8,4.2,3.6,6.4,1.2,1.0,1.9,9.5,6.1,21.8,16.0,15.9,16.4,12.2,5.2,37.2,12.0,11.7,13.1,2.0,1.5,3.9,87.0,86.0,90.7
41206,COLOMBIA,19.9,18.4,20.6,80.7,62.9,88.7,1.9,0.6,2.5,3.5,3.7,3.4,62.8,47.1,69.9,6.9,9.6,5.6,28.4,2.0,40.3,9.1,2.3,12.2,0.9,1.3,0.8,24.1,5.2,32.6,21.2,19.7,21.9,38.6,0.4,55.9,13.4,11.9,14.0,2.7,2.2,2.9,94.9,88.4,97.9
