,,Privaciones Municipios,,,,,,,,,,,,,,
ID,Municipio,Analfabetismo,Bajo logro educativo,Barreras a servicios para cuidado de la primera infancia,Barreras de acceso a servicios de salud,Tasa de dependencia,Hacinamiento crítico,Inadecuada eliminación de excretas,Inasistencia escolar,Material inadecuado de paredes exteriores,Material inadecuado de pisos,Rezago escolar,Sin acceso a fuente de agua mejorada,Sin aseguramiento en salud,Trabajo infantil,Trabajo informal
25843,VILLA DE SAN DIEGO DE UBATÉ,5.9,50.4,1.9,2.2,24.3,6.3,2.1,3.0,0.7,0.8,16.5,2.0,13.8,1.2,75.8
25845,UNE,9.4,72.4,1.2,10.4,32.7,12.0,4.1,2.2,0.6,1.7,16.1,18.9,7.8,2.0,92.1
25851,ÚTICA,20.6,71.7,1.1,2.2,31.4,6.9,18.4,1.0,7.6,12.1,11.4,34.8,9.6,0.5,88.2
25862,VERGARA,21.6,82.4,1.0,0.2,44.4,3.5,17.0,3.1,12.7,32.5,8.8,60.0,9.0,0.7,92.7
25867,VIANÍ,13.2,73.5,1.8,3.3,30.3,4.5,8.7,2.0,4.0,7.9,14.6,35.9,12.1,1.5,89.7
25871,VILLAGÓMEZ,15.8,70.4,0.6,10.2,28.2,4.3,6.4,1.9,5.1,4.5,18.0,49.4,13.5,1.3,88.2
25873,VILLAPINZÓN,7.5,67.6,1.2,6.7,39.0,8.9,13.4,3.0,0.3,1.9,22.9,10.9,11.8,2.6,88.0
25875,VILLETA,9.6,54.1,1.4,2.6,24.4,6.9,3.9,2.7,3.4,3.9,13.1,10.9,14.2,0.8,79.9
25878,VIOTÁ,16.6,74.3,1.4,11.3,30.4,6.4,10.2,1.8,6.2,8.7,16.1,23.5,13.7,1.7,89.4
25885,YACOPÍ,33.2,82.3,1.9,2.2,39.3,3.4,30.0,3.9,5.4,35.6,16.3,52.6,12.9,1.5,93.7
25898,ZIPACÓN,10.9,61.0,1.9,0.4,24.1,5.1,2.2,2.2,2.0,2.1,16.9,12.8,12.4,1.0,81.7
25899,ZIPAQUIRÁ,4.1,34.0,2.0,6.7,19.8,4.8,0.7,2.2,0.1,0.2,14.3,1.3,15.2,0.8,69.7
27001,QUIBDÓ,14.9,39.8,4.0,5.1,45.4,8.5,80.6,5.7,18.6,1.6,18.6,74.7,19.8,1.8,88.6
27006,ACANDÍ,15.1,66.1,3.9,3.6,46.1,10.8,37.6,6.8,14.6,19.4,25.3,37.4,14.5,2.1,92.2
27025,ALTO BAUDÓ,47.0,84.0,16.1,1.0,83.8,40.2,83.3,14.1,47.2,3.7,48.5,73.3,40.5,1.2,97.9
27050,ATRATO,28.2,67.2,2.6,8.5,49.7,5.1,73.5,3.9,7.1,2.9,22.0,55.6,16.4,1.6,92.6
27073,BAGADÓ,39.3,77.2,20.3,14.0,69.1,23.6,74.8,9.3,9.8,2.8,36.5,66.3,37.4,1.7,93.0
27075,BAHÍA SOLANO,16.8,57.9,5.5,3.7,40.0,13.6,30.5,5.3,32.7,0.5,24.2,11.4,18.4,1.7,90.5
27077,BAJO BAUDÓ,43.5,77.6,13.5,5.7,68.0,27.5,81.7,10.9,28.2,2.0,43.1,59.7,28.3,1.6,94.5
27099,BOJAYÁ,30.3,75.3,14.4,3.7,68.6,24.9,75.3,8.4,7.0,2.8,42.0,78.3,24.3,2.0,95.9
27135,EL CANTÓN DEL SAN PABLO,26.6,68.4,7.3,5.7,54.4,5.6,44.2,6.6,14.9,6.3,23.6,66.0,18.6,1.9,95.8
27150,CARMEN DEL DARIÉN,25.9,79.3,11.3,2.8,59.8,16.5,81.9,12.3,16.6,22.5,37.3,80.3,23.1,3.6,95.3
27160,CÉRTEGUI,28.3,66.5,4.9,1.0,50.1,3.2,60.3,6.9,8.5,3.3,23.5,59.8,24.8,2.8,94.8
27205,CONDOTO,19.3,53.8,3.0,7.0,58.7,6.0,47.1,3.6,8.6,3.2,18.5,67.9,18.7,1.1,92.5
27245,EL CARMEN DE ATRATO,23.8,72.5,6.3,2.9,40.9,8.6,49.4,7.6,1.8,2.5,26.0,38.4,21.1,1.8,81.6
27250,EL LITORAL DEL SAN JUAN,33.6,76.4,21.8,9.1,71.3,23.8,81.0,9.0,10.9,5.1,42.3,74.3,36.7,1.5,95.4
27361,ISTMINA,19.6,53.5,5.4,3.9,45.0,8.3,86.7,4.8,17.3,1.2,23.0,96.3,23.2,1.1,90.5
27372,JURADÓ,23.2,68.8,8.3,8.9,72.2,22.7,54.5,9.4,31.4,1.4,36.7,29.5,25.1,1.3,96.3
27413,LLORÓ,38.6,76.4,6.9,2.9,62.6,24.1,73.1,9.2,13.6,2.0,25.2,79.5,19.6,4.0,95.7
27425,MEDIO ATRATO,35.3,83.2,7.2,2.9,46.4,8.2,57.7,15.5,11.7,3.0,35.5,84.0,23.6,5.5,94.7
27430,MEDIO BAUDÓ,42.6,80.6,12.2,2.2,61.6,15.4,80.7,12.0,19.1,2.1,39.0,77.9,25.8,2.1,97.1
27450,MEDIO SAN JUAN,32.4,72.7,9.2,6.0,54.0,9.4,68.6,4.6,10.6,2.3,26.3,86.7,21.5,0.7,92.1
27491,NÓVITA,29.2,72.6,7.4,6.2,36.1,5.3,64.5,7.5,7.9,2.3,23.5,59.3,18.9,3.2,95.2
27495,NUQUÍ,31.0,72.6,10.0,4.2,63.5,26.0,69.2,8.4,21.9,2.1,41.7,37.7,28.5,2.2,94.7
27580,RÍO IRÓ,43.0,77.4,7.0,9.0,71.0,11.0,73.0,5.7,13.3,6.4,25.7,20.9,21.6,1.2,95.7
27600,RÍO QUITO,36.2,76.0,7.3,5.1,51.9,7.4,56.8,9.6,3.4,3.4,28.6,74.6,17.4,2.3,97.1
27615,RIOSUCIO,22.7,77.1,6.6,3.4,50.1,13.3,78.1,10.7,28.0,24.0,25.8,76.4,22.6,3.6,95.0
27660,SAN JOSÉ DEL PALMAR,28.0,80.8,3.6,4.4,34.9,9.8,49.9,12.2,11.5,5.5,25.7,41.0,14.7,8.2,93.1
27745,SIPÍ,28.9,70.8,6.5,12.5,46.6,6.5,44.8,6.8,16.1,1.7,31.1,86.9,19.7,2.0,91.9
27787,TADÓ,24.8,65.1,4.2,5.0,53.7,8.0,63.1,5.5,3.5,3.7,21.3,60.1,20.1,1.4,92.5
27800,UNGUÍA,19.3,70.2,6.6,8.2,50.9,14.7,51.3,8.3,13.7,32.2,35.3,40.2,18.7,3.2,94.2
27810,UNIÓN PANAMERICANA,19.8,57.6,3.3,18.5,44.2,6.6,58.4,3.6,14.6,3.5,22.6,82.4,17.6,1.4,92.6
41001,NEIVA,6.6,37.8,1.9,3.8,29.8,7.3,3.9,2.9,3.5,3.4,14.8,2.7,19.4,0.8,79.4
41006,ACEVEDO,11.1,77.2,3.4,4.4,39.8,8.1,33.3,10.8,5.7,19.8,21.1,39.5,14.3,6.9,95.6
41013,AGRADO,19.3,72.4,1.7,13.8,47.3,9.3,8.0,6.0,6.7,13.9,23.3,23.6,15.4,3.4,92.0
41016,AIPE,16.4,62.0,1.7,8.5,42.7,12.3,7.5,3.5,4.5,10.8,18.2,17.1,14.5,1.2,85.1
41020,ALGECIRAS,17.3,74.9,1.6,4.7,36.2,10.5,17.9,7.9,2.1,18.1,23.6,28.6,13.8,4.3,92.8
41026,ALTAMIRA,10.8,61.7,1.2,6.5,39.9,9.6,5.2,3.0,1.0,4.3,16.9,9.6,15.1,1.1,87.5
41078,BARAYA,20.5,75.8,1.4,0.4,58.9,9.4,17.4,5.4,1.7,18.1,17.9,28.1,12.2,1.3,91.8
41132,CAMPOALEGRE,14.7,65.0,1.6,8.3,33.8,13.3,7.8,4.2,1.2,9.5,16.0,12.2,12.0,2.0,87.0
41206,COLOMBIA,19.9,80.7,1.9,3.5,62.8,6.9,28.4,9.1,0.9,24.1,21.2,38.6,13.4,2.7,94.9
41244,ELÍAS,13.1,74.4,1.6,0.6,41.5,5.6,12.5,6.3,1.1,6.0,15.2,15.8,11.5,3.6,91.2
41298,GARZÓN,11.1,62.0,1.8,5.9,34.0,7.0,7.6,5.4,3.1,8.8,18.6,8.9,14.7,2.7,88.4
41306,GIGANTE,14.5,68.4,1.5,7.0,36.9,7.6,9.4,4.4,2.1,10.6,19.8,13.6,16.7,2.4,89.5
41319,GUADALUPE,15.4,76.6,3.1,3.9,38.7,7.8,13.5,7.1,8.4,17.1,19.2,21.0,12.9,4.5,93.8
41349,HOBO,13.8,72.5,2.1,7.2,35.3,15.4,13.1,5.8,8.8,17.0,17.6,22.2,15.2,2.8,86.5
41357,ÍQUIRA,15.8,75.6,2.6,2.0,43.1,12.3,26.1,7.7,3.7,27.3,22.9,32.2,13.9,4.3,92.2
41359,ISNOS,15.2,76.3,1.1,17.1,35.8,6.9,18.2,7.6,3.4,17.0,20.2,18.0,9.6,6.2,95.2
41378,LA ARGENTINA,12.2,73.4,2.0,7.7,41.2,9.4,13.3,6.3,1.8,19.7,22.6,20.3,11.2,4.2,93.2
41396,LA PLATA,12.5,65.2,1.9,7.3,39.5,9.6,17.7,5.7,3.9,21.4,20.2,21.2,14.7,3.1,90.8
41483,NÁTAGA,15.0,73.5,2.8,19.4,35.9,10.7,22.3,5.1,1.7,19.6,22.4,27.0,13.5,4.9,91.8
41503,OPORAPA,15.7,78.7,1.4,15.0,49.4,8.3,53.7,9.0,1.7,12.4,22.4,16.1,11.7,6.2,93.6
41518,PAICOL,12.0,68.0,1.8,5.7,44.0,7.1,9.7,4.6,1.3,12.3,20.5,26.2,15.5,3.1,88.3
41524,PALERMO,13.2,62.0,2.0,6.4,38.1,8.3,4.6,3.9,2.4,8.9,19.6,18.4,15.8,1.4,84.5
41530,PALESTINA,14.5,79.0,1.4,10.5,41.4,8.4,36.0,6.9,1.5,16.9,24.8,30.8,11.0,4.1,94.5
41548,PITAL,12.7,74.8,2.4,4.6,36.3,7.4,16.7,7.1,2.2,17.2,19.6,28.7,16.3,4.6,92.5
41551,PITALITO,9.3,59.3,2.5,6.8,37.0,7.9,6.5,6.4,2.2,5.3,20.5,12.9,17.6,2.9,88.0
41615,RIVERA,11.5,57.6,1.4,4.5,36.9,8.1,3.0,4.3,1.2,8.7,15.4,7.9,15.5,1.3,83.0
41660,SALADOBLANCO,16.3,79.7,2.1,11.0,47.6,8.2,31.6,11.3,1.7,11.1,31.0,24.4,13.3,7.4,94.8
41668,SAN AGUSTÍN,13.9,70.7,1.7,7.9,34.1,7.6,11.9,6.1,1.0,11.0,19.4,16.7,12.5,3.1,92.6
41676,SANTA MARÍA,15.5,75.8,2.9,10.1,34.0,11.2,24.5,7.3,4.5,34.4,21.1,49.9,12.3,4.9,92.6
41770,SUAZA,12.4,74.9,2.0,1.8,36.8,5.9,26.7,7.0,2.8,22.1,19.8,33.9,11.2,3.9,94.6
41791,TARQUI,12.9,74.8,1.9,8.1,47.8,7.8,24.6,6.6,8.4,13.2,22.4,19.6,12.9,3.1,93.6
41797,TESALIA,12.3,64.2,0.9,13.5,43.4,10.7,6.6,3.0,0.7,7.4,17.3,15.6,14.2,2.0,84.9
41799,TELLO,19.9,77.8,1.3,0.8,44.2,11.5,13.0,5.8,1.2,16.3,18.5,18.3,14.2,2.8,92.5
41801,TERUEL,17.0,74.5,3.7,3.1,34.6,11.2,9.4,5.3,0.6,8.9,21.0,33.0,11.0,3.8,89.7
41807,TIMANÁ,13.5,70.2,1.1,7.8,41.1,9.0,32.5,5.0,4.2,6.6,18.6,11.9,12.9,3.2,91.7
41872,VILLAVIEJA,18.4,73.7,1.3,6.8,46.5,13.1,13.5,2.7,1.7,12.5,15.3,11.2,11.7,1.3,87.5
41885,YAGUARÁ,14.5,60.5,1.6,1.7,43.3,7.0,3.3,2.3,2.5,2.7,9.7,10.0,14.2,0.7,81.4
44001,RIOHACHA,18.7,48.3,4.9,4.5,45.2,25.1,38.0,7.0,14.1,26.6,23.7,23.8,20.2,2.0,89.3
44035,ALBANIA,19.5,51.2,5.7,2.3,53.0,28.7,38.5,5.5,7.4,34.1,24.4,21.6,26.7,0.9,83.7
44078,BARRANCAS,15.0,48.8,3.9,1.9,52.3,25.8,24.4,4.7,15.6,34.8,22.5,31.0,24.0,1.0,89.2
44090,DIBULLA,35.4,70.4,7.1,4.6,53.5,32.6,40.9,18.1,13.0,41.2,37.8,38.0,16.5,5.1,91.0
44098,DISTRACCIÓN,16.1,45.3,3.8,3.3,54.6,21.5,20.0,5.2,2.6,26.5,16.5,6.7,21.2,0.8,90.8
44110,EL MOLINO,17.9,48.6,1.6,0.8,47.9,25.8,19.8,5.3,0.6,13.2,21.6,17.0,20.0,0.5,91.9
44279,FONSECA,11.4,40.5,4.4,4.9,48.2,20.8,12.4,6.1,4.7,11.4,26.7,15.3,21.6,1.1,89.8
44378,HATONUEVO,13.6,46.1,5.3,3.5,55.3,27.3,23.0,6.9,4.1,35.2,20.0,18.3,24.1,1.0,88.2
44420,LA JAGUA DEL PILAR,21.9,55.5,5.0,8.6,47.4,17.3,14.6,4.7,2.7,20.5,26.3,18.6,17.5,1.9,89.2
44430,MAICAO,21.4,60.2,4.8,2.3,56.3,33.8,53.4,9.1,21.0,38.2,25.3,52.6,21.1,1.5,95.3
44560,MANAURE,49.2,81.3,10.6,2.7,67.1,41.1,89.6,9.7,44.1,82.6,35.9,65.2,27.5,2.6,95.4
44650,SAN JUAN DEL CESAR,14.8,46.8,3.9,4.4,44.9,22.7,24.8,5.4,3.8,13.1,19.6,16.1,19.1,1.2,91.1
44847,URIBIA,49.5,85.6,10.8,2.3,75.6,43.2,95.0,18.5,57.5,86.7,37.2,88.1,26.7,2.0,97.1
44855,URUMITA,14.2,42.0,3.8,1.9,51.9,21.3,12.9,4.8,2.3,15.0,16.9,12.9,21.5,0.7,90.9
44874,VILLANUEVA,13.8,44.0,3.0,3.6,48.9,22.1,10.6,4.1,2.4,9.1,19.8,5.4,17.4,0.8,91.6
47001,SANTA MARTA,7.1,34.2,2.5,3.7,35.6,19.4,13.9,5.5,2.4,3.1,18.0,18.4,16.5,0.8,87.1
47030,ALGARROBO,26.9,67.6,2.7,14.7,49.9,26.7,72.0,5.9,2.4,12.3,23.5,7.4,16.6,1.4,82.5
47053,ARACATACA,22.7,60.6,3.1,1.6,49.0,26.1,41.5,8.4,5.8,12.8,26.0,22.8,19.9,1.5,87.3
47058,ARIGUANÍ,26.0,65.6,2.9,3.6,38.2,24.9,79.7,6.8,5.7,27.2,26.2,34.2,16.1,2.0,93.2
47161,CERRO DE SAN ANTONIO,38.5,73.2,2.4,2.9,44.9,24.7,81.7,5.9,6.5,25.0,18.1,5.4,16.2,3.0,93.0
47170,CHIVOLO,25.7,69.2,2.7,0.9,44.6,18.5,40.6,5.6,8.5,38.4,22.7,39.9,15.1,2.2,94.9
47189,CIÉNAGA,16.0,51.7,4.1,6.3,44.6,29.1,31.8,7.2,7.3,15.2,23.8,15.7,22.9,1.2,89.9
47205,CONCORDIA,38.8,76.9,1.2,2.7,54.4,14.4,54.3,3.8,5.1,23.5,20.5,54.3,11.4,0.3,96.2
47245,EL BANCO,22.3,62.9,2.0,11.1,44.4,22.1,53.2,4.5,7.7,32.7,25.4,35.6,15.3,1.8,92.1
47258,EL PIÑÓN,31.4,71.9,1.8,5.2,48.0,10.9,19.8,4.5,4.6,30.2,21.1,18.2,12.6,0.9,93.9
47268,EL RETÉN,30.1,68.3,2.6,2.9,56.7,30.8,80.6,7.7,7.9,15.8,28.6,7.0,18.8,1.1,89.1
47288,FUNDACIÓN,19.7,55.6,3.5,4.4,46.0,24.3,21.2,8.4,2.4,11.0,27.9,13.4,18.8,1.2,91.6
47318,GUAMAL,29.0,68.7,2.8,3.8,52.5,17.2,33.9,5.7,6.1,38.3,24.6,16.0,22.6,1.2,93.9
47460,NUEVA GRANADA,28.4,76.5,3.3,2.6,44.9,22.1,29.1,7.3,6.8,49.3,34.3,75.2,16.5,2.4,95.7
47541,PEDRAZA,28.7,75.1,4.5,0.0,53.1,13.1,28.2,14.6,4.9,35.0,19.5,19.0,16.7,0.9,93.5
47545,PIJIÑO DEL CARMEN,23.3,65.7,2.6,6.6,56.6,26.5,37.6,4.4,14.5,50.9,25.4,25.6,16.7,1.5,93.3
47551,PIVIJAY,29.0,68.9,2.0,5.1,43.6,21.1,23.7,4.7,1.1,16.0,22.8,37.8,13.4,1.6,93.0
47555,PLATO,25.8,61.8,2.2,3.6,38.8,24.4,64.5,4.9,5.8,31.2,27.1,18.4,14.6,1.9,93.6
47570,PUEBLOVIEJO,25.4,62.0,2.3,3.4,54.0,20.8,55.2,5.3,5.5,16.3,21.8,70.0,17.6,0.9,94.0
47605,REMOLINO,28.7,66.8,1.9,0.1,39.3,21.8,78.8,5.8,3.9,20.6,18.1,4.0,11.5,1.0,92.0
47660,SABANAS DE SAN ÁNGEL,38.0,78.8,4.9,0.3,46.9,23.7,52.8,11.3,4.6,55.1,35.6,42.4,21.4,2.4,92.7
47675,SALAMINA,25.6,68.3,0.8,6.1,52.0,20.6,19.2,2.8,3.2,17.7,20.7,5.2,9.5,0.5,92.7
47692,SAN SEBASTIÁN DE BUENAVISTA,24.8,68.3,3.7,3.8,62.2,20.9,56.0,8.7,5.3,48.0,26.2,25.7,16.7,0.8,94.9
47703,SAN ZENÓN,27.1,71.3,3.1,6.6,49.9,22.4,30.1,5.4,0.9,31.5,29.4,14.5,17.8,2.0,93.1
47707,SANTA ANA,22.5,64.5,2.0,1.6,44.5,20.9,29.9,5.7,4.4,31.6,21.6,21.1,14.4,1.5,93.4
47720,SANTA BÁRBARA DE PINTO,29.6,71.6,1.4,4.2,49.5,18.8,49.4,4.7,3.9,32.7,24.6,21.1,14.6,1.7,93.3
47745,SITIONUEVO,33.2,74.6,4.9,1.6,65.0,25.6,75.2,11.1,5.6,28.5,27.1,36.6,19.9,1.1,93.1
47798,TENERIFE,28.7,67.4,1.8,3.8,46.7,24.3,41.3,5.3,5.9,38.7,24.5,33.1,16.8,1.2,92.4
47960,ZAPAYÁN,34.7,77.9,1.8,2.8,47.9,22.5,70.6,8.0,19.7,41.8,21.5,53.5,15.9,1.8,95.6
47980,ZONA BANANERA,22.2,68.5,4.1,3.3,44.2,19.0,18.2,7.0,11.9,19.4,28.5,26.1,19.6,1.5,80.2
50001,VILLAVICENCIO,5.2,38.8,2.0,3.7,31.8,6.3,5.2,2.8,1.6,1.3,12.7,6.7,17.5,0.9,82.3
50006,ACACÍAS,6.8,45.4,2.0,6.5,32.1,6.7,1.5,2.8,1.0,1.8,15.3,4.4,17.1,0.8,78.8
50110,BARRANCA DE UPÍA,10.7,62.1,3.1,14.2,35.2,14.2,4.8,3.3,5.3,8.1,22.3,13.4,22.4,1.6,72.6
50124,CABUYARO,12.9,62.8,2.4,12.9,34.1,9.3,5.8,4.9,8.5,10.9,20.3,8.5,17.8,1.5,72.7
50150,CASTILLA LA NUEVA,8.1,49.6,2.1,4.1,36.8,7.1,4.5,2.6,5.0,2.6,23.0,6.9,14.4,1.2,71.3
50223,CUBARRAL,9.5,55.8,1.4,2.0,32.3,5.6,6.8,3.4,1.2,2.5,16.4,13.8,12.4,1.3,85.3
50226,CUMARAL,8.6,52.7,1.6,5.1,31.2,6.9,3.0,3.1,3.0,3.5,17.2,17.6,14.6,0.9,78.0
50245,EL CALVARIO,4.8,66.5,1.5,1.5,47.7,3.0,3.4,3.2,0.6,2.4,12.5,27.4,12.8,0.9,88.1
50251,EL CASTILLO,16.8,77.0,2.5,2.7,35.3,12.1,9.4,5.6,5.9,15.6,21.5,21.6,13.4,2.7,92.6
50270,EL DORADO,13.1,65.6,1.2,3.7,38.3,5.9,4.7,2.4,2.1,10.1,13.9,9.8,11.4,1.7,89.0
50287,FUENTE DE ORO,16.7,68.6,1.8,3.5,34.3,9.4,5.8,5.3,4.7,9.2,16.7,13.7,12.7,1.8,88.5
50313,GRANADA,9.2,57.3,1.9,3.1,32.5,8.2,8.4,4.3,3.8,4.7,17.6,37.5,16.0,1.5,88.1
50318,GUAMAL,8.5,50.4,2.1,9.6,31.0,8.2,4.8,2.4,2.4,2.4,15.9,3.4,16.2,1.3,81.0
50325,MAPIRIPÁN,20.9,80.3,8.9,3.4,45.1,17.5,47.0,10.4,26.5,42.8,26.1,43.0,21.8,2.1,85.1
50330,MESETAS,16.1,76.5,2.5,14.1,32.4,8.5,11.9,7.2,2.8,20.6,18.4,30.0,12.1,3.5,88.6
50350,LA MACARENA,13.9,81.5,5.7,8.3,49.2,7.5,33.8,12.9,11.3,20.6,29.4,68.7,22.7,4.8,94.8
50370,URIBE,19.7,85.3,2.1,5.6,36.3,6.6,35.3,10.1,10.9,38.8,23.7,57.1,15.0,5.0,91.9
50400,LEJANÍAS,14.5,76.5,2.1,7.1,34.7,6.6,4.7,5.7,4.1,12.4,21.1,25.9,13.2,2.5,92.9
50450,PUERTO CONCORDIA,15.6,76.8,3.1,9.0,43.0,10.2,33.5,7.2,14.5,33.0,22.0,42.7,13.6,1.7,89.2
50568,PUERTO GAITÁN,13.3,60.5,8.0,4.8,45.4,22.5,34.2,9.7,12.1,27.5,27.8,37.8,21.9,1.5,76.7
50573,PUERTO LÓPEZ,12.1,59.7,2.7,7.0,38.2,12.4,6.8,4.5,7.5,12.1,16.8,13.0,16.4,1.2,78.4
50577,PUERTO LLERAS,14.2,75.7,2.0,4.8,31.4,9.7,22.8,6.2,8.0,27.5,17.9,39.9,12.9,3.0,87.7
50590,PUERTO RICO,15.8,77.3,1.6,9.9,30.1,9.4,20.9,4.6,8.1,29.3,19.3,52.6,15.9,2.3,86.0
50606,RESTREPO,5.7,41.7,1.9,3.6,27.3,6.4,2.7,2.3,0.9,1.1,13.8,6.3,16.3,1.0,78.8
50680,SAN CARLOS DE GUAROA,10.0,68.0,2.9,11.4,32.5,10.6,3.4,5.9,5.6,6.6,19.7,10.3,16.9,1.7,69.9
50683,SAN JUAN DE ARAMA,13.4,70.5,1.4,8.1,35.2,8.8,4.2,4.0,2.8,17.8,20.4,23.3,10.9,1.5,86.2
50686,SAN JUANITO,3.6,61.9,1.7,8.6,48.6,13.3,9.9,6.9,0.3,15.5,21.5,28.5,18.8,3.0,89.2
50689,SAN MARTÍN,9.2,59.2,1.8,4.2,34.3,7.6,2.7,3.4,6.6,8.6,15.9,6.2,14.5,1.0,79.3
50711,VISTAHERMOSA,18.5,79.2,2.5,6.3,32.1,8.1,16.4,6.1,7.1,28.9,22.8,33.0,17.1,3.7,91.6
52001,PASTO,7.1,41.0,1.1,5.8,26.4,8.8,2.8,2.6,0.5,2.3,13.1,1.5,15.0,0.8,81.8
52019,ALBÁN,14.6,69.1,0.5,7.1,53.9,7.1,6.6,2.7,0.7,46.9,8.6,23.5,7.6,0.9,92.2
52022,ALDANA,10.3,70.6,1.0,6.4,36.9,10.9,26.7,3.1,0.3,7.4,15.7,15.6,7.3,1.2,89.9
52036,ANCUYA,13.0,69.2,0.5,8.6,28.2,7.2,11.5,1.6,0.0,11.8,5.3,1.8,6.6,1.0,89.6
52051,ARBOLEDA,25.2,75.8,1.5,2.0,58.2,12.3,15.4,4.0,0.6,35.6,13.9,30.3,14.8,0.6,94.1
52079,BARBACOAS,33.5,78.3,6.2,5.5,53.0,16.2,79.7,12.2,16.9,2.8,38.3,87.7,21.5,4.1,95.4
52083,BELÉN,13.9,65.9,0.4,10.8,48.5,15.9,7.5,1.9,0.2,13.5,13.6,7.6,8.6,0.3,93.6
52110,BUESACO,18.3,77.8,1.0,5.2,34.7,9.2,15.5,5.2,0.3,26.9,15.8,26.4,8.6,3.4,91.0
52203,COLÓN,23.1,78.4,1.1,4.7,37.9,3.3,11.8,5.6,1.1,38.0,13.4,21.4,7.4,2.8,93.4
52207,CONSACÁ,18.0,73.7,0.8,0.8,40.9,7.2,13.0,2.3,0.4,39.0,14.2,5.5,8.8,0.8,91.1
52210,CONTADERO,12.1,70.5,1.0,2.2,47.6,14.9,35.3,3.5,0.1,60.4,14.4,10.1,8.3,1.9,92.3
52215,CÓRDOBA,14.0,70.3,1.4,4.1,40.9,16.9,36.2,3.8,0.4,55.9,16.6,9.1,7.5,2.3,94.1
52224,CUASPUD CARLOSAMA,12.3,77.4,1.5,0.4,55.8,17.8,58.1,6.4,1.9,43.3,12.6,47.0,8.0,1.0,94.4
52227,CUMBAL,15.3,68.4,1.5,0.7,45.8,10.3,12.6,3.9,1.7,13.2,11.7,10.0,9.2,1.7,93.7
52233,CUMBITARA,14.0,76.9,1.2,1.8,46.4,7.8,18.9,10.0,3.5,10.6,15.7,17.2,8.2,2.3,93.5
52240,CHACHAGÜÍ,18.2,68.8,1.3,4.6,36.8,13.0,4.1,2.6,1.6,9.6,16.7,6.6,12.3,1.2,89.1
52250,EL CHARCO,31.5,75.6,7.0,6.0,52.9,15.5,89.3,9.2,27.9,4.8,38.4,79.7,26.6,4.7,95.7
52254,EL PEÑOL,24.6,80.4,0.9,5.4,30.2,6.0,19.7,4.2,1.8,44.7,12.7,36.8,6.8,1.5,92.9
52256,EL ROSARIO,17.1,80.3,0.8,8.3,53.4,8.2,9.6,3.3,0.4,55.3,14.8,23.3,6.5,1.5,94.6
52258,EL TABLÓN DE GÓMEZ,15.5,76.0,0.6,8.2,48.8,9.0,34.9,5.5,1.0,52.6,18.3,46.4,7.2,2.1,94.6
52260,EL TAMBO,15.9,74.0,0.6,1.5,37.9,11.4,8.6,3.0,1.0,28.9,10.9,14.8,6.8,2.3,91.3
52287,FUNES,18.1,75.3,0.7,12.0,41.1,14.0,18.8,3.1,0.2,51.7,12.2,10.7,6.0,1.0,91.4
52317,GUACHUCAL,16.7,72.7,1.3,1.3,48.9,9.2,10.3,3.0,0.3,13.1,9.2,7.2,8.7,0.8,93.1
52320,GUAITARILLA,13.1,78.3,0.6,6.2,32.3,12.0,7.2,3.1,0.1,35.9,15.6,3.3,5.3,1.8,91.8
52323,GUALMATÁN,9.4,67.4,0.6,3.9,47.4,12.6,10.5,1.8,0.2,29.9,15.6,2.7,5.7,1.1,92.8
52352,ILES,14.3,75.9,1.1,1.5,47.8,19.3,23.6,4.1,0.9,55.4,12.9,10.5,6.5,1.4,93.6
52354,IMUÉS,15.3,71.1,1.2,4.8,54.2,8.4,19.4,2.2,0.3,28.1,10.3,23.3,9.6,0.8,91.2
52356,IPIALES,9.6,57.0,1.4,3.4,28.4,11.7,13.4,3.5,0.4,9.1,15.3,11.7,11.7,1.7,89.8
52378,LA CRUZ,18.1,70.1,0.5,2.8,39.9,9.2,3.4,3.4,0.0,23.6,9.9,1.5,6.6,0.9,92.4
52381,LA FLORIDA,21.6,77.0,0.6,4.3,66.7,12.5,60.0,2.4,1.7,59.3,11.6,5.9,7.5,0.5,94.1
52385,LA LLANADA,10.0,67.1,1.3,1.8,54.7,9.2,9.5,2.6,2.8,19.1,15.1,22.8,7.4,0.6,94.5
52390,LA TOLA,31.2,70.0,5.5,6.6,54.3,10.8,91.9,7.1,14.8,4.7,35.9,98.4,27.4,3.0,97.0
52399,LA UNIÓN,17.9,67.5,1.1,3.4,52.6,11.1,49.4,3.9,1.6,36.9,13.0,39.7,9.1,1.1,93.4
52405,LEIVA,22.0,79.1,1.1,5.5,46.5,10.6,21.3,5.9,2.2,43.1,21.0,38.9,9.5,3.2,95.1
52411,LINARES,17.9,76.7,0.5,6.0,35.5,8.7,14.1,3.1,0.3,14.6,14.1,9.2,5.5,2.2,91.4
52418,LOS ANDES,16.0,76.3,0.9,13.4,48.0,10.9,9.0,3.1,2.3,31.8,15.6,14.7,8.1,1.1,93.8
52427,MAGÜÍ,34.5,82.3,10.0,7.6,69.7,18.4,82.7,19.9,23.7,5.1,53.3,95.9,27.0,4.4,98.6
52435,MALLAMA,14.8,70.0,1.3,1.7,42.8,7.0,51.4,3.4,1.0,5.6,14.7,21.7,9.0,0.8,90.1
